Observation_ID,AOU_Code,AcceptedTSN,Admin_Unit_Code,Common_Name,Date,Distance,Disturbance,End_Time,Flyover_Observed,Humidity,ID_Method,Initial_Three_Min_Cnt,Interval_Length,Location_Type,Observer,PIF_Watchlist_Status,Plot_Name,Previously_Obs,Regional_Stewardship_Status,Scientific_Name,Sex,Site_Name,Sky,Start_Time,Sub_Unit_Code,Temperature,Visit,Wind,Year,Taxon_Code,Month,Month_Name,Season,Observation_Duration_Min,Time_Of_Day
597,AMCR,179731.0,ANTI,American Crow,2018-05-23,<= 50 Meters,Slight effect on count,08:58:00,False,59.5,Calling,False,7.5 - 10 min,Grassland,Elizabeth Oswald,False,ANTI-0034,False,False,Corvus brachyrhynchos,Undetermined,ANTI (Grassland Unit),Partly Cloudy,08:48:00,,26.5,1,Light breeze (4-7 mph) wind felt on face,2018,87106.0,5,May,Spring,10.0,Morning (8-10am)
598,HOLA,554256.0,ANTI,Horned Lark,2018-05-23,50 - 100 Meters,Slight effect on count,08:58:00,False,59.5,Singing,False,7.5 - 10 min,Grassland,Elizabeth Oswald,False,ANTI-0034,False,False,Eremophila alpestris,Undetermined,ANTI (Grassland Unit),Partly Cloudy,08:48:00,,26.5,1,Light breeze (4-7 mph) wind felt on face,2018,264079.0,5,May,Spring,10.0,Morning (8-10am)
599,UNCR,179724.0,ANTI,Unidentified Crow,2018-05-23,50 - 100 Meters,Slight effect on count,08:58:00,False,59.5,Visualization,False,7.5 - 10 min,Grassland,Elizabeth Oswald,False,ANTI-0034,False,False,Corvus,Undetermined,ANTI (Grassland Unit),Partly Cloudy,08:48:00,,26.5,1,Light breeze (4-7 mph) wind felt on face,2018,87098.0,5,May,Spring,10.0,Morning (8-10am)
600,AMGO,179236.0,ANTI,American Goldfinch,2018-05-23,50 - 100 Meters,Slight effect on count,08:58:00,False,59.5,Calling,False,7.5 - 10 min,Grassland,Elizabeth Oswald,False,ANTI-0034,False,False,Carduelis tristis,Undetermined,ANTI (Grassland Unit),Partly Cloudy,08:48:00,,26.5,1,Light breeze (4-7 mph) wind felt on face,2018,95286.0,5,May,Spring,10.0,Morning (8-10am)
601,CHSW,178001.0,ANTI,Chimney Swift,2018-05-23,50 - 100 Meters,Slight effect on count,08:58:00,False,59.5,Visualization,False,7.5 - 10 min,Grassland,Elizabeth Oswald,False,ANTI-0034,False,True,Chaetura pelagica,Undetermined,ANTI (Grassland Unit),Partly Cloudy,08:48:00,,26.5,1,Light breeze (4-7 mph) wind felt on face,2018,83046.0,5,May,Spring,10.0,Morning (8-10am)
602,GRSP,179333.0,ANTI,Grasshopper Sparrow,2018-05-23,<= 50 Meters,Slight effect on count,09:14:00,False,59.9000015258789,Singing,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0043,False,False,Ammodramus savannarum,Male,ANTI (Grassland Unit),Partly Cloudy,09:04:00,,27.6000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,83867.0,5,May,Spring,10.0,Morning (8-10am)
603,NOCA,179124.0,ANTI,Northern Cardinal,2018-05-23,50 - 100 Meters,Slight effect on count,09:14:00,False,59.9000015258789,Singing,False,7.5 - 10 min,Grassland,Elizabeth Oswald,False,ANTI-0043,False,False,Cardinalis cardinalis,Undetermined,ANTI (Grassland Unit),Partly Cloudy,09:04:00,,27.6000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,94228.0,5,May,Spring,10.0,Morning (8-10am)
604,BARS,178448.0,ANTI,Barn Swallow,2018-05-23,<= 50 Meters,Slight effect on count,09:14:00,False,59.9000015258789,Visualization,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0043,False,False,Hirundo rustica,Undetermined,ANTI (Grassland Unit),Partly Cloudy,09:04:00,,27.6000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,87409.0,5,May,Spring,10.0,Morning (8-10am)
605,HOFI,0.0,ANTI,House Finch,2018-05-23,50 - 100 Meters,Slight effect on count,09:14:00,False,59.9000015258789,Visualization,False,7.5 - 10 min,Grassland,Elizabeth Oswald,False,ANTI-0043,False,False,Haemorhous mexicanus,Undetermined,ANTI (Grassland Unit),Partly Cloudy,09:04:00,,27.6000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,926917.0,5,May,Spring,10.0,Morning (8-10am)
606,NOMO,178620.0,ANTI,Northern Mockingbird,2018-05-23,<= 50 Meters,Slight effect on count,09:14:00,False,59.9000015258789,Visualization,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0043,False,False,Mimus polyglottos,Undetermined,ANTI (Grassland Unit),Partly Cloudy,09:04:00,,27.6000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,88394.0,5,May,Spring,10.0,Morning (8-10am)
607,HOFI,0.0,ANTI,House Finch,2018-05-23,50 - 100 Meters,Slight effect on count,09:14:00,False,59.9000015258789,Visualization,False,7.5 - 10 min,Grassland,Elizabeth Oswald,False,ANTI-0043,False,False,Haemorhous mexicanus,Male,ANTI (Grassland Unit),Partly Cloudy,09:04:00,,27.6000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,926917.0,5,May,Spring,10.0,Morning (8-10am)
608,FISP,179443.0,ANTI,Field Sparrow,2018-05-23,50 - 100 Meters,Slight effect on count,09:14:00,False,59.9000015258789,Singing,False,7.5 - 10 min,Grassland,Elizabeth Oswald,False,ANTI-0043,False,True,Spizella pusilla,Male,ANTI (Grassland Unit),Partly Cloudy,09:04:00,,27.6000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,84790.0,5,May,Spring,10.0,Morning (8-10am)
609,AMCR,179731.0,ANTI,American Crow,2018-05-23,50 - 100 Meters,Slight effect on count,09:14:00,False,59.9000015258789,Calling,False,5 - 7.5 min,Grassland,Elizabeth Oswald,False,ANTI-0043,False,False,Corvus brachyrhynchos,Undetermined,ANTI (Grassland Unit),Partly Cloudy,09:04:00,,27.6000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,87106.0,5,May,Spring,10.0,Morning (8-10am)
610,BARS,178448.0,ANTI,Barn Swallow,2018-05-23,50 - 100 Meters,Slight effect on count,09:14:00,False,59.9000015258789,Visualization,False,5 - 7.5 min,Grassland,Elizabeth Oswald,False,ANTI-0043,False,False,Hirundo rustica,Undetermined,ANTI (Grassland Unit),Partly Cloudy,09:04:00,,27.6000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,87409.0,5,May,Spring,10.0,Morning (8-10am)
611,MODO,177125.0,ANTI,Mourning Dove,2018-05-23,<= 50 Meters,Slight effect on count,09:14:00,False,59.9000015258789,Visualization,False,5 - 7.5 min,Grassland,Elizabeth Oswald,False,ANTI-0043,False,False,Zenaida macroura,Undetermined,ANTI (Grassland Unit),Partly Cloudy,09:04:00,,27.6000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,82737.0,5,May,Spring,10.0,Morning (8-10am)
612,TUVU,175265.0,ANTI,Turkey Vulture,2018-05-23,50 - 100 Meters,Slight effect on count,09:14:00,False,59.9000015258789,Visualization,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0043,False,False,Cathartes aura,Undetermined,ANTI (Grassland Unit),Partly Cloudy,09:04:00,,27.6000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,79468.0,5,May,Spring,10.0,Morning (8-10am)
613,SOSP,179492.0,ANTI,Song Sparrow,2018-05-23,50 - 100 Meters,Slight effect on count,09:14:00,False,59.9000015258789,Singing,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0043,False,False,Melospiza melodia,Male,ANTI (Grassland Unit),Partly Cloudy,09:04:00,,27.6000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,85643.0,5,May,Spring,10.0,Morning (8-10am)
614,NOFL,178154.0,ANTI,Northern Flicker,2018-05-23,<= 50 Meters,Slight effect on count,09:14:00,False,59.9000015258789,Visualization,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0043,False,False,Colaptes auratus,Undetermined,ANTI (Grassland Unit),Partly Cloudy,09:04:00,,27.6000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,84820.0,5,May,Spring,10.0,Morning (8-10am)
615,RWBL,179045.0,ANTI,Red-winged Blackbird,2018-05-23,50 - 100 Meters,Slight effect on count,09:14:00,False,59.9000015258789,Singing,False,2.5 - 5 min,Grassland,Elizabeth Oswald,False,ANTI-0043,False,False,Agelaius phoeniceus,Male,ANTI (Grassland Unit),Partly Cloudy,09:04:00,,27.6000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,93613.0,5,May,Spring,10.0,Morning (8-10am)
616,INBU,179150.0,ANTI,Indigo Bunting,2018-05-23,50 - 100 Meters,Slight effect on count,09:14:00,False,59.9000015258789,Singing,False,2.5 - 5 min,Grassland,Elizabeth Oswald,False,ANTI-0043,False,True,Passerina cyanea,Male,ANTI (Grassland Unit),Partly Cloudy,09:04:00,,27.6000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,94257.0,5,May,Spring,10.0,Morning (8-10am)
617,CHSP,179435.0,ANTI,Chipping Sparrow,2018-05-23,<= 50 Meters,Slight effect on count,09:14:00,False,59.9000015258789,Singing,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0043,False,False,Spizella passerina,Male,ANTI (Grassland Unit),Partly Cloudy,09:04:00,,27.6000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,84781.0,5,May,Spring,10.0,Morning (8-10am)
618,CHSP,179435.0,ANTI,Chipping Sparrow,2018-05-23,50 - 100 Meters,Slight effect on count,09:56:00,False,59.7000007629395,Singing,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0063,False,False,Spizella passerina,Male,ANTI (Grassland Unit),Partly Cloudy,09:46:00,,26.2999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,84781.0,5,May,Spring,10.0,Morning (8-10am)
619,NOCA,179124.0,ANTI,Northern Cardinal,2018-05-23,50 - 100 Meters,Slight effect on count,09:56:00,False,59.7000007629395,Singing,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0063,False,False,Cardinalis cardinalis,Undetermined,ANTI (Grassland Unit),Partly Cloudy,09:46:00,,26.2999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,94228.0,5,May,Spring,10.0,Morning (8-10am)
620,EABL,179801.0,ANTI,Eastern Bluebird,2018-05-23,50 - 100 Meters,Slight effect on count,09:56:00,False,59.7000007629395,Singing,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0063,False,False,Sialia sialis,Undetermined,ANTI (Grassland Unit),Partly Cloudy,09:46:00,,26.2999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,87184.0,5,May,Spring,10.0,Morning (8-10am)
621,CARW,178581.0,ANTI,Carolina Wren,2018-05-23,50 - 100 Meters,Slight effect on count,09:56:00,False,59.7000007629395,Singing,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0063,False,False,Thryothorus ludovicianus,Undetermined,ANTI (Grassland Unit),Partly Cloudy,09:46:00,,26.2999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,88350.0,5,May,Spring,10.0,Morning (8-10am)
622,REVI,179021.0,ANTI,Red-eyed Vireo,2018-05-23,50 - 100 Meters,Slight effect on count,09:56:00,False,59.7000007629395,Singing,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0063,False,False,Vireo olivaceus,Male,ANTI (Grassland Unit),Partly Cloudy,09:46:00,,26.2999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,93587.0,5,May,Spring,10.0,Morning (8-10am)
623,NOCA,179124.0,ANTI,Northern Cardinal,2018-05-23,<= 50 Meters,Slight effect on count,09:56:00,False,59.7000007629395,Visualization,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0063,False,False,Cardinalis cardinalis,Female,ANTI (Grassland Unit),Partly Cloudy,09:46:00,,26.2999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,94228.0,5,May,Spring,10.0,Morning (8-10am)
624,GCFL,178309.0,ANTI,Great Crested Flycatcher,2018-05-23,50 - 100 Meters,Slight effect on count,09:56:00,False,59.7000007629395,Calling,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0063,False,False,Myiarchus crinitus,Undetermined,ANTI (Grassland Unit),Partly Cloudy,09:46:00,,26.2999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,85791.0,5,May,Spring,10.0,Morning (8-10am)
625,INBU,179150.0,ANTI,Indigo Bunting,2018-05-23,50 - 100 Meters,Slight effect on count,09:56:00,False,59.7000007629395,Singing,True,2.5 - 5 min,Grassland,Elizabeth Oswald,False,ANTI-0063,False,True,Passerina cyanea,Male,ANTI (Grassland Unit),Partly Cloudy,09:46:00,,26.2999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,94257.0,5,May,Spring,10.0,Morning (8-10am)
626,BLJA,179680.0,ANTI,Blue Jay,2018-05-23,50 - 100 Meters,Slight effect on count,09:56:00,False,59.7000007629395,Calling,False,2.5 - 5 min,Grassland,Elizabeth Oswald,False,ANTI-0063,False,False,Cyanocitta cristata,Undetermined,ANTI (Grassland Unit),Partly Cloudy,09:46:00,,26.2999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,86252.0,5,May,Spring,10.0,Morning (8-10am)
627,ETTI,554138.0,ANTI,Eastern Tufted Titmouse,2018-05-23,50 - 100 Meters,Slight effect on count,09:56:00,False,59.7000007629395,Singing,False,5 - 7.5 min,Grassland,Elizabeth Oswald,False,ANTI-0063,False,False,Baeolophus bicolor,Undetermined,ANTI (Grassland Unit),Partly Cloudy,09:46:00,,26.2999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,266957.0,5,May,Spring,10.0,Morning (8-10am)
628,MODO,177125.0,ANTI,Mourning Dove,2018-05-23,50 - 100 Meters,Slight effect on count,09:56:00,False,59.7000007629395,Singing,False,5 - 7.5 min,Grassland,Elizabeth Oswald,False,ANTI-0063,False,False,Zenaida macroura,Undetermined,ANTI (Grassland Unit),Partly Cloudy,09:46:00,,26.2999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,82737.0,5,May,Spring,10.0,Morning (8-10am)
629,EAME,179034.0,ANTI,Eastern Meadowlark,2018-05-23,<= 50 Meters,Slight effect on count,10:32:00,False,56.9000015258789,Singing,False,7.5 - 10 min,Grassland,Elizabeth Oswald,False,ANTI-0074,False,False,Sturnella magna,Male,ANTI (Grassland Unit),Partly Cloudy,10:22:00,,27.1000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,93601.0,5,May,Spring,10.0,Late Morning (10am-12pm)
630,CHSP,179435.0,ANTI,Chipping Sparrow,2018-05-23,<= 50 Meters,Slight effect on count,10:32:00,False,56.9000015258789,Visualization,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0074,False,False,Spizella passerina,Undetermined,ANTI (Grassland Unit),Partly Cloudy,10:22:00,,27.1000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,84781.0,5,May,Spring,10.0,Late Morning (10am-12pm)
631,RTHA,175350.0,ANTI,Red-tailed Hawk,2018-05-23,Not Recorded,Slight effect on count,10:32:00,True,56.9000015258789,Visualization,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0074,False,False,Buteo jamaicensis,Undetermined,ANTI (Grassland Unit),Partly Cloudy,10:22:00,,27.1000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,79563.0,5,May,Spring,10.0,Late Morning (10am-12pm)
632,BAEA,175420.0,ANTI,Bald Eagle,2018-05-23,Not Recorded,Slight effect on count,10:32:00,True,56.9000015258789,Visualization,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0074,False,False,Haliaeetus leucocephalus,Undetermined,ANTI (Grassland Unit),Partly Cloudy,10:22:00,,27.1000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,80444.0,5,May,Spring,10.0,Late Morning (10am-12pm)
633,AMGO,179236.0,ANTI,American Goldfinch,2018-05-23,<= 50 Meters,Slight effect on count,10:32:00,False,56.9000015258789,Calling,False,7.5 - 10 min,Grassland,Elizabeth Oswald,False,ANTI-0074,False,False,Carduelis tristis,Undetermined,ANTI (Grassland Unit),Partly Cloudy,10:22:00,,27.1000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,95286.0,5,May,Spring,10.0,Late Morning (10am-12pm)
634,TUVU,175265.0,ANTI,Turkey Vulture,2018-05-23,50 - 100 Meters,Slight effect on count,10:32:00,False,56.9000015258789,Visualization,False,2.5 - 5 min,Grassland,Elizabeth Oswald,False,ANTI-0074,False,False,Cathartes aura,Undetermined,ANTI (Grassland Unit),Partly Cloudy,10:22:00,,27.1000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,79468.0,5,May,Spring,10.0,Late Morning (10am-12pm)
635,NOCA,179124.0,ANTI,Northern Cardinal,2018-05-23,50 - 100 Meters,Slight effect on count,10:32:00,False,56.9000015258789,Singing,False,2.5 - 5 min,Grassland,Elizabeth Oswald,False,ANTI-0074,False,False,Cardinalis cardinalis,Undetermined,ANTI (Grassland Unit),Partly Cloudy,10:22:00,,27.1000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,94228.0,5,May,Spring,10.0,Late Morning (10am-12pm)
636,EAME,179034.0,ANTI,Eastern Meadowlark,2018-05-23,50 - 100 Meters,Slight effect on count,10:32:00,False,56.9000015258789,Singing,False,7.5 - 10 min,Grassland,Elizabeth Oswald,False,ANTI-0074,False,False,Sturnella magna,Male,ANTI (Grassland Unit),Partly Cloudy,10:22:00,,27.1000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,93601.0,5,May,Spring,10.0,Late Morning (10am-12pm)
637,GRSP,179333.0,ANTI,Grasshopper Sparrow,2018-05-23,<= 50 Meters,Slight effect on count,10:32:00,False,56.9000015258789,Singing,False,5 - 7.5 min,Grassland,Elizabeth Oswald,False,ANTI-0074,False,False,Ammodramus savannarum,Male,ANTI (Grassland Unit),Partly Cloudy,10:22:00,,27.1000003814697,1,"Gentle breeze (8-12 mph), leaves in motion",2018,83867.0,5,May,Spring,10.0,Late Morning (10am-12pm)
638,HOFI,0.0,ANTI,House Finch,2018-05-23,50 - 100 Meters,Slight effect on count,10:49:00,False,56.7000007629395,Singing,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0075,False,False,Haemorhous mexicanus,Undetermined,ANTI (Grassland Unit),Partly Cloudy,10:39:00,,25.7999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,926917.0,5,May,Spring,10.0,Late Morning (10am-12pm)
639,KILL,176520.0,ANTI,Killdeer,2018-05-23,50 - 100 Meters,Slight effect on count,10:49:00,False,56.7000007629395,Calling,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0075,False,False,Charadrius vociferus,Undetermined,ANTI (Grassland Unit),Partly Cloudy,10:39:00,,25.7999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,77646.0,5,May,Spring,10.0,Late Morning (10am-12pm)
640,CHSP,179435.0,ANTI,Chipping Sparrow,2018-05-23,<= 50 Meters,Slight effect on count,10:49:00,False,56.7000007629395,Visualization,False,7.5 - 10 min,Grassland,Elizabeth Oswald,False,ANTI-0075,False,False,Spizella passerina,Undetermined,ANTI (Grassland Unit),Partly Cloudy,10:39:00,,25.7999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,84781.0,5,May,Spring,10.0,Late Morning (10am-12pm)
641,EAME,179034.0,ANTI,Eastern Meadowlark,2018-05-23,50 - 100 Meters,Slight effect on count,10:49:00,False,56.7000007629395,Singing,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0075,False,False,Sturnella magna,Male,ANTI (Grassland Unit),Partly Cloudy,10:39:00,,25.7999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,93601.0,5,May,Spring,10.0,Late Morning (10am-12pm)
642,HOFI,0.0,ANTI,House Finch,2018-05-23,50 - 100 Meters,Slight effect on count,10:49:00,False,56.7000007629395,Visualization,False,7.5 - 10 min,Grassland,Elizabeth Oswald,False,ANTI-0075,False,False,Haemorhous mexicanus,Female,ANTI (Grassland Unit),Partly Cloudy,10:39:00,,25.7999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,926917.0,5,May,Spring,10.0,Late Morning (10am-12pm)
643,AMKE,175622.0,ANTI,American Kestrel,2018-05-23,Not Recorded,Slight effect on count,10:49:00,True,56.7000007629395,Visualization,False,7.5 - 10 min,Grassland,Elizabeth Oswald,False,ANTI-0075,False,False,Falco sparverius,Undetermined,ANTI (Grassland Unit),Partly Cloudy,10:39:00,,25.7999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,82543.0,5,May,Spring,10.0,Late Morning (10am-12pm)
644,HOFI,0.0,ANTI,House Finch,2018-05-23,50 - 100 Meters,Slight effect on count,10:49:00,False,56.7000007629395,Singing,False,5 - 7.5 min,Grassland,Elizabeth Oswald,False,ANTI-0075,False,False,Haemorhous mexicanus,Undetermined,ANTI (Grassland Unit),Partly Cloudy,10:39:00,,25.7999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,926917.0,5,May,Spring,10.0,Late Morning (10am-12pm)
645,CEDW,178532.0,ANTI,Cedar Waxwing,2018-05-23,Not Recorded,Slight effect on count,10:49:00,True,56.7000007629395,Visualization,False,5 - 7.5 min,Grassland,Elizabeth Oswald,False,ANTI-0075,False,False,Bombycilla cedrorum,Undetermined,ANTI (Grassland Unit),Partly Cloudy,10:39:00,,25.7999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,88296.0,5,May,Spring,10.0,Late Morning (10am-12pm)
646,AMRO,179759.0,ANTI,American Robin,2018-05-23,50 - 100 Meters,Slight effect on count,10:49:00,False,56.7000007629395,Calling,False,2.5 - 5 min,Grassland,Elizabeth Oswald,False,ANTI-0075,False,False,Turdus migratorius,Undetermined,ANTI (Grassland Unit),Partly Cloudy,10:39:00,,25.7999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,87136.0,5,May,Spring,10.0,Late Morning (10am-12pm)
647,EABL,179801.0,ANTI,Eastern Bluebird,2018-05-23,<= 50 Meters,Slight effect on count,10:49:00,False,56.7000007629395,Visualization,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0075,False,False,Sialia sialis,Female,ANTI (Grassland Unit),Partly Cloudy,10:39:00,,25.7999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,87184.0,5,May,Spring,10.0,Late Morning (10am-12pm)
648,EABL,179801.0,ANTI,Eastern Bluebird,2018-05-23,<= 50 Meters,Slight effect on count,10:49:00,False,56.7000007629395,Visualization,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0075,False,False,Sialia sialis,Male,ANTI (Grassland Unit),Partly Cloudy,10:39:00,,25.7999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,87184.0,5,May,Spring,10.0,Late Morning (10am-12pm)
649,SOSP,179492.0,ANTI,Song Sparrow,2018-05-23,50 - 100 Meters,Slight effect on count,10:49:00,False,56.7000007629395,Singing,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0075,False,False,Melospiza melodia,Male,ANTI (Grassland Unit),Partly Cloudy,10:39:00,,25.7999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,85643.0,5,May,Spring,10.0,Late Morning (10am-12pm)
650,CHSP,179435.0,ANTI,Chipping Sparrow,2018-05-23,50 - 100 Meters,Slight effect on count,10:49:00,False,56.7000007629395,Singing,True,0-2.5 min,Grassland,Elizabeth Oswald,False,ANTI-0075,False,False,Spizella passerina,Male,ANTI (Grassland Unit),Partly Cloudy,10:39:00,,25.7999992370605,1,"Gentle breeze (8-12 mph), leaves in motion",2018,84781.0,5,May,Spring,10.0,Late Morning (10am-12pm)
651,NOCA,179124.0,ANTI,Northern Cardinal,2018-05-24,<= 50 Meters,Slight effect on count,10:48:00,False,49.7000007629395,Singing,True,0-2.5 min,Grassland,Kimberly Serno,False,ANTI-0135,False,False,Cardinalis cardinalis,Undetermined,ANTI (Grassland Unit),Clear or Few Clouds,10:38:00,,32.7999992370605,1,Calm (< 1 mph) smoke rises vertically,2018,94228.0,5,May,Spring,10.0,Late Morning (10am-12pm)
652,CARW,178581.0,ANTI,Carolina Wren,2018-05-24,<= 50 Meters,Slight effect on count,10:48:00,False,49.7000007629395,Singing,True,0-2.5 min,Grassland,Kimberly Serno,False,ANTI-0135,False,False,Thryothorus ludovicianus,Undetermined,ANTI (Grassland Unit),Clear or Few Clouds,10:38:00,,32.7999992370605,1,Calm (< 1 mph) smoke rises vertically,2018,88350.0,5,May,Spring,10.0,Late Morning (10am-12pm)
653,CHSP,179435.0,ANTI,Chipping Sparrow,2018-05-24,<= 50 Meters,Slight effect on count,10:48:00,False,49.7000007629395,Singing,True,0-2.5 min,Grassland,Kimberly Serno,False,ANTI-0135,False,False,Spizella passerina,Male,ANTI (Grassland Unit),Clear or Few Clouds,10:38:00,,32.7999992370605,1,Calm (< 1 mph) smoke rises vertically,2018,84781.0,5,May,Spring,10.0,Late Morning (10am-12pm)
654,CACH,554383.0,ANTI,Carolina Chickadee,2018-05-24,50 - 100 Meters,Slight effect on count,10:48:00,False,49.7000007629395,Singing,True,0-2.5 min,Grassland,Kimberly Serno,False,ANTI-0135,False,True,Poecile carolinensis,Male,ANTI (Grassland Unit),Clear or Few Clouds,10:38:00,,32.7999992370605,1,Calm (< 1 mph) smoke rises vertically,2018,265876.0,5,May,Spring,10.0,Late Morning (10am-12pm)
655,INBU,179150.0,ANTI,Indigo Bunting,2018-05-24,<= 50 Meters,Slight effect on count,10:48:00,False,49.7000007629395,Singing,True,0-2.5 min,Grassland,Kimberly Serno,False,ANTI-0135,False,True,Passerina cyanea,Male,ANTI (Grassland Unit),Clear or Few Clouds,10:38:00,,32.7999992370605,1,Calm (< 1 mph) smoke rises vertically,2018,94257.0,5,May,Spring,10.0,Late Morning (10am-12pm)
656,FISP,179443.0,ANTI,Field Sparrow,2018-05-24,<= 50 Meters,Slight effect on count,10:48:00,False,49.7000007629395,Singing,True,0-2.5 min,Grassland,Kimberly Serno,False,ANTI-0135,False,True,Spizella pusilla,Male,ANTI (Grassland Unit),Clear or Few Clouds,10:38:00,,32.7999992370605,1,Calm (< 1 mph) smoke rises vertically,2018,84790.0,5,May,Spring,10.0,Late Morning (10am-12pm)
657,FISP,179443.0,ANTI,Field Sparrow,2018-05-24,50 - 100 Meters,Slight effect on count,10:48:00,False,49.7000007629395,Singing,True,0-2.5 min,Grassland,Kimberly Serno,False,ANTI-0135,False,True,Spizella pusilla,Male,ANTI (Grassland Unit),Clear or Few Clouds,10:38:00,,32.7999992370605,1,Calm (< 1 mph) smoke rises vertically,2018,84790.0,5,May,Spring,10.0,Late Morning (10am-12pm)
658,EABL,179801.0,ANTI,Eastern Bluebird,2018-05-24,<= 50 Meters,Slight effect on count,10:48:00,False,49.7000007629395,Singing,True,0-2.5 min,Grassland,Kimberly Serno,False,ANTI-0135,False,False,Sialia sialis,Undetermined,ANTI (Grassland Unit),Clear or Few Clouds,10:38:00,,32.7999992370605,1,Calm (< 1 mph) smoke rises vertically,2018,87184.0,5,May,Spring,10.0,Late Morning (10am-12pm)
